"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N5VFKQ4K","journalArticle","2008","Hill, J.; Hambley, M.; Forster, T.; Mewissen, M.; Sloan, T. M.; Scharinger, F.; Trew, A.; Ghazal, P.","SPRINT: a new parallel framework for R","BMC Bioinformatics","","1471-2105 (Electronic) 1471-2105 (Linking)","10.1186/1471-2105-9-558","http://www.ncbi.nlm.nih.gov/pubmed/19114001","BACKGROUND: Microarray analysis allows the simultaneous measurement of thousands to millions of genes or sequences across tens to thousands of different samples. The analysis of the resulting data tests the limits of existing bioinformatics computing infrastructure. A solution to this issue is to use High Performance Computing (HPC) systems, which contain many processors and more memory than desktop computer systems. Many biostatisticians use R to process the data gleaned from microarray analysis and there is even a dedicated group of packages, Bioconductor, for this purpose. However, to exploit HPC systems, R must be able to utilise the multiple processors available on these systems. There are existing modules that enable R to use multiple processors, but these are either difficult to use for the HPC novice or cannot be used to solve certain classes of problems. A method of exploiting HPC systems, using R, but without recourse to mastering parallel programming paradigms is therefore necessary to analyse genomic data to its fullest. RESULTS: We have designed and built a prototype framework that allows the addition of parallelised functions to R to enable the easy exploitation of HPC systems. The Simple Parallel R INTerface (SPRINT) is a wrapper around such parallelised functions. Their use requires very little modification to existing sequential R scripts and no expertise in parallel computing. As an example we created a function that carries out the computation of a pairwise calculated correlation matrix. This performs well with SPRINT. When executed using SPRINT on an HPC resource of eight processors this computation reduces by more than three times the time R takes to complete it on one processor. CONCLUSION: SPRINT allows the biostatistician to concentrate on the research problems rather than the computation, while still allowing exploitation of HPC systems. It is easy to use and with further development will become more useful as more functions are added to the framework.","2008","2025-01-31 15:33:01","2025-01-31 15:33:01","","558","","","9","","","","","","","","","","eng","","","","19114001","","","Edition: 2008/12/31","","","","Humans; Algorithms; Animals; *Software; Computational Biology/*methods; Computer Graphics; *Computing Methodologies; Databases, Genetic; Gene Expression Profiling/methods; Genomics; Oligonucleotide Array Sequence Analysis/*methods; Pattern Recognition, Automated; Programming Languages; User-Computer Interface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCRNRWTR","journalArticle","2012","Adams, R. R.; Tsorman, N.; Stratford, K.; Akman, O. E.; Gilmore, S.; Juty, N.; Le Novere, N.; Millar, A. J.","The Input Signal Step Function (ISSF), a standard method to encode input signals in SBML models with software support, applied to circadian clock models","J Biol Rhythms","","1552-4531 (Electronic) 0748-7304 (Linking)","10.1177/0748730412451077","http://www.ncbi.nlm.nih.gov/pubmed/22855577","Time-dependent light input is an important feature of computational models of the circadian clock. However, publicly available models encoded in standard representations such as the Systems Biology Markup Language (SBML) either do not encode this input or use different mechanisms to do so, which hinders reproducibility of published results as well as model reuse. The authors describe here a numerically continuous function suitable for use in SBML for models of circadian rhythms forced by periodic light-dark cycles. The Input Signal Step Function (ISSF) is broadly applicable to encoding experimental manipulations, such as drug treatments, temperature changes, or inducible transgene expression, which may be transient, periodic, or mixed. It is highly configurable and is able to reproduce a wide range of waveforms. The authors have implemented this function in SBML and demonstrated its ability to modify the behavior of publicly available models to accurately reproduce published results. The implementation of ISSF allows standard simulation software to reproduce specialized circadian protocols, such as the phase-response curve. To facilitate the reuse of this function in public models, the authors have developed software to configure its behavior without any specialist knowledge of SBML. A community-standard approach to represent the inputs that entrain circadian clock models could particularly facilitate research in chronobiology.","2012-08","2025-01-31 15:33:01","2025-01-31 15:33:01","","328-32","","4","27","","","","","","","","","","eng","","","","22855577","","","Edition: 2012/08/03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RA94N7YX","journalArticle","2011","O'Neill, J. S.; van Ooijen, G.; Le Bihan, T.; Millar, A. J.","Circadian clock parameter measurement: characterization of clock transcription factors using surface plasmon resonance","J Biol Rhythms","","1552-4531 (Electronic) 0748-7304 (Linking)","10.1177/0748730410397465","http://www.ncbi.nlm.nih.gov/pubmed/21454289","To refine mathematical models of the transcriptional/translational feedback loop in the clockwork of Arabidopsis thaliana, the investigators sought to determine the affinity of the transcription factors LHY, CCA1, and CHE for their cognate DNA target sequences in vitro. Steady-state dissociation constants were observed to lie in the low nanomolar range. Furthermore, the data suggest that the LHY/CCA1 heterodimer binds more tightly than either homodimer and that DNA binding of these complexes is temperature compensated. Finally, it was found that LHY binding to the evening element in vitro is enhanced by both molecular crowding effects and by casein kinase 2-mediated phosphorylation.","2011-04","2025-01-31 15:33:01","2025-01-31 15:33:01","","91-8","","2","26","","","","","","","","","","eng","","","","21454289","","","Edition: 2011/04/02","","","","Circadian Clocks/*physiology; Circadian Rhythm/*physiology; Models, Biological; DNA-Binding Proteins/*metabolism; Protein Binding; Arabidopsis Proteins/*metabolism; Arabidopsis/metabolism; Casein Kinase II/metabolism; DNA, Plant/metabolism; Phosphorylation; Surface Plasmon Resonance; Transcription Factors/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2GU2FK3","journalArticle","2009","Faratian, D.; Goltsov, A.; Lebedeva, G.; Sorokin, A.; Moodie, S.; Mullen, P.; Kay, C.; Um, I. H.; Langdon, S.; Goryanin, I.; Harrison, D. J.","Systems biology reveals new strategies for personalizing cancer medicine and confirms the role of PTEN in resistance to trastuzumab","Cancer Res","","1538-7445 (Electronic) 0008-5472 (Linking)","10.1158/0008-5472.CAN-09-0777","http://www.ncbi.nlm.nih.gov/pubmed/19638581","Resistance to targeted cancer therapies such as trastuzumab is a frequent clinical problem not solely because of insufficient expression of HER2 receptor but also because of the overriding activation states of cell signaling pathways. Systems biology approaches lend themselves to rapid in silico testing of factors, which may confer resistance to targeted therapies. Inthis study, we aimed to develop a new kinetic model that could be interrogated to predict resistance to receptor tyrosine kinase (RTK) inhibitor therapies and directly test predictions in vitro and in clinical samples. The new mathematical model included RTK inhibitor antibody binding, HER2/HER3 dimerization and inhibition, AKT/mitogen-activated protein kinase cross-talk, and the regulatory properties of PTEN. The model was parameterized using quantitative phosphoprotein expression data from cancer cell lines using reverse-phase protein microarrays. Quantitative PTEN protein expression was found to be the key determinant of resistance to anti-HER2 therapy in silico, which was predictive of unseen experiments in vitro using the PTEN inhibitor bp(V). When measured in cancer cell lines, PTEN expression predicts sensitivity to anti-HER2 therapy; furthermore, this quantitative measurement is more predictive of response (relative risk, 3.0; 95% confidence interval, 1.6-5.5; P < 0.0001) than other pathway components taken in isolation and when tested by multivariate analysis in a cohort of 122 breast cancers treated with trastuzumab. For the first time, a systems biology approach has successfully been used to stratify patients for personalized therapy in cancer and is further compelling evidence that PTEN, appropriately measured in the clinical setting, refines clinical decision making in patients treated with anti-HER2 therapies.","2009-08-15","2025-01-31 15:33:01","2025-01-31 15:33:01","","6713-20","","16","69","","","","","","","","","","eng","","","","19638581","","","Edition: 2009/07/30","","","","Humans; Algorithms; Models, Theoretical; Models, Biological; *Individuality; Adult; Aged; Aged, 80 and over; Antibodies, Monoclonal, Humanized; Antibodies, Monoclonal/*therapeutic use; Antineoplastic Agents/therapeutic use; Breast Neoplasms/diagnosis/*drug therapy/genetics; Drug Resistance, Neoplasm/*genetics; Female; Genes, erbB-2; Middle Aged; Prognosis; PTEN Phosphohydrolase/genetics/*physiology; Systems Biology/*methods/trends; Tumor Cells, Cultured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKLC98D3","journalArticle","2011","Liu, Q.; Larsen, B.; Ricicova, M.; Orlicky, S.; Tekotte, H.; Tang, X.; Craig, K.; Quiring, A.; Le Bihan, T.; Hansen, C.; Sicheri, F.; Tyers, M.","SCFCdc4 enables mating type switching in yeast by cyclin-dependent kinase-mediated elimination of the Ash1 transcriptional repressor","Mol Cell Biol","","1098-5549 (Electronic) 0270-7306 (Linking)","10.1128/MCB.00845-10","http://www.ncbi.nlm.nih.gov/pubmed/21098119","In the budding yeast Saccharomyces cerevisiae, mother cells switch mating types between a and alpha forms, whereas daughter cells do not. This developmental asymmetry arises because the expression of the HO endonuclease, which initiates the interconversion of a and alpha mating type cassettes, is extinguished by the daughter-specific Ash1 transcriptional repressor. When daughters become mothers in the subsequent cell cycle, Ash1 must be eliminated to enable a new developmental state. Here, we report that the ubiquitin ligase SCF(Cdc4) mediates the phosphorylation-dependent elimination of Ash1. The inactivation of SCF(Cdc4) stabilizes Ash1 in vivo, and consistently, Ash1 binds to and is ubiquitinated by SCF(Cdc4) in a phosphorylation-dependent manner in vitro. The mutation of a critical in vivo cyclin-dependent kinase (CDK) phosphorylation site (Thr290) on Ash1 reduces its ubiquitination and rate of degradation in vivo and decreases the frequency of mating type switching. Ash1 associates with active Cdc28 kinase in vivo and is targeted to SCF(Cdc4) in a Cdc28-dependent fashion in vivo and in vitro. Ash1 recognition by Cdc4 appears to be mediated by at least three phosphorylation sites that form two redundant diphosphorylated degrons. The phosphorylation-dependent elimination of Ash1 by the ubiquitin-proteasome system thus underpins developmental asymmetry in budding yeast.","2011-02","2025-01-31 15:33:01","2025-01-31 15:33:01","","584-98","","3","31","","","","","","","","","","eng","","","","21098119","","","Edition: 2010/11/26","","","","*Transcription, Genetic; Cell Cycle; Protein Binding; Protein Transport; Ubiquitin-Protein Ligases/*metabolism; Phosphorylation; *Genes, Mating Type, Fungal; Amino Acid Sequence; CDC28 Protein Kinase, S cerevisiae/metabolism; Cell Cycle Proteins/*metabolism; Cyclin-Dependent Kinases/*metabolism; F-Box Proteins/*metabolism; Gene Silencing; Molecular Sequence Data; Phosphothreonine/metabolism; Protein Processing, Post-Translational; Protein Stability; Repressor Proteins/chemistry/*metabolism; Saccharomyces cerevisiae Proteins/chemistry/*metabolism; Saccharomyces cerevisiae/cytology/*enzymology/*genetics; Ubiquitination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSHK3W6V","journalArticle","2011","Lacaze, P.; Forster, T.; Ross, A.; Kerr, L. E.; Salvo-Chirnside, E.; Lisnic, V. J.; Lopez-Campos, G. H.; Garcia-Ramirez, J. J.; Messerle, M.; Trgovcich, J.; Angulo, A.; Ghazal, P.","Temporal profiling of the coding and noncoding murine cytomegalovirus transcriptomes","J Virol","","1098-5514 (Electronic) 0022-538X (Linking)","10.1128/JVI.02341-10","http://www.ncbi.nlm.nih.gov/pubmed/21471238","The global transcriptional program of murine cytomegalovirus (MCMV), involving coding, noncoding, and antisense transcription, remains unknown. Here we report an oligonucleotide custom microarray platform capable of measuring both coding and noncoding transcription on a genome-wide scale. By profiling MCMV wild-type and immediate-early mutant strains in fibroblasts, we found rapid activation of the transcriptome by 6.5 h postinfection, with absolute dependency on ie3, but not ie1 or ie2, for genomic programming of viral gene expression. Evidence is also presented to show, for the first time, genome-wide noncoding and bidirectional transcription at late stages of MCMV infection.","2011-06","2025-01-31 15:33:01","2025-01-31 15:33:01","","6065-76","","12","85","","","","","","","","","","eng","","","","21471238","","","Edition: 2011/04/08","","","","Animals; Mice; NIH 3T3 Cells; *Gene Expression Profiling; *Gene Expression Regulation, Viral; Fibroblasts/*virology; Genome, Viral; Herpesviridae Infections/virology; Immediate-Early Proteins/genetics/metabolism; Muromegalovirus/genetics/*metabolism/pathogenicity; Mutation; Oligonucleotide Array Sequence Analysis; Time Factors; Viral Proteins/genetics/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JCLDVRQ","journalArticle","2011","Kropp, K. A.; Robertson, K. A.; Sing, G.; Rodriguez-Martin, S.; Blanc, M.; Lacaze, P.; Hassim, M. F.; Khondoker, M. R.; Busche, A.; Dickinson, P.; Forster, T.; Strobl, B.; Mueller, M.; Jonjic, S.; Angulo, A.; Ghazal, P.","Reversible inhibition of murine cytomegalovirus replication by gamma interferon (IFN-gamma) in primary macrophages involves a primed type I IFN-signaling subnetwork for full establishment of an immediate-early antiviral state","J Virol","","1098-5514 (Electronic) 0022-538X (Linking)","10.1128/JVI.00373-11","http://www.ncbi.nlm.nih.gov/pubmed/21775459","Activated macrophages play a central role in controlling inflammatory responses to infection and are tightly regulated to rapidly mount responses to infectious challenge. Type I interferon (alpha/beta interferon [IFN-alpha/beta]) and type II interferon (IFN-gamma) play a crucial role in activating macrophages and subsequently restricting viral infections. Both types of IFNs signal through related but distinct signaling pathways, inducing a vast number of interferon-stimulated genes that are overlapping but distinguishable. The exact mechanism by which IFNs, particularly IFN-gamma, inhibit DNA viruses such as cytomegalovirus (CMV) is still not fully understood. Here, we investigate the antiviral state developed in macrophages upon reversible inhibition of murine CMV by IFN-gamma. On the basis of molecular profiling of the reversible inhibition, we identify a significant contribution of a restricted type I IFN subnetwork linked with IFN-gamma activation. Genetic knockout of the type I-signaling pathway, in the context of IFN-gamma stimulation, revealed an essential requirement for a primed type I-signaling process in developing a full refractory state in macrophages. A minimal transient induction of IFN-beta upon macrophage activation with IFN-gamma is also detectable. In dose and kinetic viral replication inhibition experiments with IFN-gamma, the establishment of an antiviral effect is demonstrated to occur within the first hours of infection. We show that the inhibitory mechanisms at these very early times involve a blockade of the viral major immediate-early promoter activity. Altogether our results show that a primed type I IFN subnetwork contributes to an immediate-early antiviral state induced by type II IFN activation of macrophages, with a potential further amplification loop contributed by transient induction of IFN-beta.","2011-10","2025-01-31 15:33:01","2025-01-31 15:33:01","","10286-99","","19","85","","","","","","","","","","eng","","","","21775459","","","Edition: 2011/07/22","","","","Signal Transduction; Animals; Mice; Mice, Inbred BALB C; Mice, Inbred C57BL; Time Factors; Interferon Type I/*immunology; Interferon-gamma/*immunology; Macrophage Activation; Macrophages/*immunology/*virology; Muromegalovirus/*growth & development/*immunology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LB68J465","journalArticle","2009","Kudla, G.; Murray, A. W.; Tollervey, D.; Plotkin, J. B.","Coding-sequence determinants of gene expression in Escherichia coli","Science","","1095-9203 (Electronic) 0036-8075 (Linking)","10.1126/science.1170160","http://www.ncbi.nlm.nih.gov/pubmed/19359587","Synonymous mutations do not alter the encoded protein, but they can influence gene expression. To investigate how, we engineered a synthetic library of 154 genes that varied randomly at synonymous sites, but all encoded the same green fluorescent protein (GFP). When expressed in Escherichia coli, GFP protein levels varied 250-fold across the library. GFP messenger RNA (mRNA) levels, mRNA degradation patterns, and bacterial growth rates also varied, but codon bias did not correlate with gene expression. Rather, the stability of mRNA folding near the ribosomal binding site explained more than half the variation in protein levels. In our analysis, mRNA folding and associated rates of translation initiation play a predominant role in shaping expression levels of individual genes, whereas codon bias influences global translation efficiency and cellular fitness.","2009-04-10","2025-01-31 15:33:01","2025-01-31 15:33:01","","255-8","","5924","324","","","","","","","","","","eng","","","","19359587","","","Edition: 2009/04/11","","","","Mutation; *Codon; *Gene Expression; Amino Acid Substitution; Base Composition; Cloning, Molecular; Escherichia coli/*genetics/growth & development/metabolism; Gene Library; Genes, Synthetic; Green Fluorescent Proteins/*genetics/metabolism; Nucleic Acid Conformation; Protein Biosynthesis; RNA Stability; RNA, Bacterial/chemistry/genetics/metabolism; RNA, Messenger/chemistry/*genetics/metabolism; Spectrometry, Fluorescence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U48I2DL7","journalArticle","2011","Troein, C.; Corellou, F.; Dixon, L. E.; van Ooijen, G.; O'Neill, J. S.; Bouget, F. Y.; Millar, A. J.","Multiple light inputs to a simple clock circuit allow complex biological rhythms","Plant J","","1365-313X (Electronic) 0960-7412 (Linking)","10.1111/j.1365-313X.2011.04489.x","http://www.ncbi.nlm.nih.gov/pubmed/21219507","Circadian clocks are biological timekeepers that allow living cells to time their activity in anticipation of predictable environmental changes. Detailed understanding of the circadian network of higher plants, such as Arabidopsis thaliana, is hampered by the high number of partially redundant genes. However, the picoeukaryotic alga Ostreococcus tauri, which was recently shown to possess a small number of non-redundant clock genes, presents an attractive alternative target for detailed modelling of circadian clocks in the green lineage. Based on extensive time-series data from in vivo reporter gene assays, we developed a model of the Ostreococcus clock as a feedback loop between the genes TOC1 and CCA1. The model reproduces the dynamics of the transcriptional and translational reporters over a range of photoperiods. Surprisingly, the model is also able to predict the transient behaviour of the clock when the light conditions are altered. Despite the apparent simplicity of the clock circuit, it displays considerable complexity in its response to changing light conditions. Systematic screening of the effects of altered day length revealed a complex relationship between phase and photoperiod, which is also captured by the model. The complex light response is shown to stem from circadian gating of light-dependent mechanisms. This study provides insights into the contributions of light inputs to the Ostreococcus clock. The model suggests that a high number of light-dependent reactions are important for flexible timing in a circadian clock with only one feedback loop.","2011-04","2025-01-31 15:33:01","2025-01-31 15:33:01","","375-85","","2","66","","","","","","","","","","eng","","","","21219507","","","Edition: 2011/01/12","","","","Models, Biological; Photoperiod; Transcription Factors/metabolism; *Circadian Clocks; Chlorophyta/genetics/physiology/*radiation effects; CLOCK Proteins/genetics/*radiation effects; Gene Expression Regulation, Plant; Light; Plant Proteins/genetics/*radiation effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQF64BWN","journalArticle","2010","Clark, A.; Gilmore, S.; Hillston, J.; Kemper, P.","Verification and Testing of Biological Models","Proceedings of the 2010 Winter Simulation Conference","","0891-7736","10.1109/Wsc.2010.5679126","://000287976700055","Simulation modeling in systems biology embarks on discrete event simulation only for cases of small cardinalities of entities and uses continuous simulation otherwise. Modern modeling environments like Bio-PEPA support both types of simulation within a single modeling formalism. Developing models for complex dynamic phenomena is not trivial in practice and requires careful verification and testing. In this paper, we describe relevant steps in the verification and testing of a TNF alpha-mediated NF-kappa B signal transduction pathway model and discuss to what extent automated techniques help a practitioner to derive a suitable model.","2010","2025-01-31 15:33:01","2025-01-31 15:33:01","","620-630","","","","","Wint Simul C Proc","","","","","","","","English","","","","ISI:000287976700055","","","","","","","pathway; stochastic simulation; systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UE27EEK","journalArticle","2009","Ciocchetta, F.; Duguid, A.; Gilmore, S.; Guerriero, M. L.; Hillston, J.","The Bio-PEPA Tool Suite","Sixth International Conference on the Quantitative Evaluation of Systems, Proceedings","","","10.1109/Qest.2009.27","://000275039200036","","2009","2025-01-31 15:33:01","2025-01-31 15:33:01","","309-310","","","","","Int Conf Quant Eval","","","","","","","","English","","","","ISI:000275039200036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPFWM8BB","journalArticle","2008","Faulkner, C.; Akman, O. E.; Bell, K.; Jeffree, C.; Oparka, K.","Peeking into pit fields: a multiple twinning model of secondary plasmodesmata formation in tobacco","Plant Cell","","1040-4651 (Print) 1040-4651 (Linking)","10.1105/tpc.107.056903","http://www.ncbi.nlm.nih.gov/pubmed/18667640","In higher plants, plasmodesmata (PD) are major conduits for cell-cell communication. Primary PD are laid down at cytokinesis, while secondary PD arise during wall extension. During leaf development, the basal cell walls of trichomes extend radially without division, providing a convenient system for studying the origin of secondary PD. We devised a simple freeze-fracture protocol for examining large numbers of PD in surface view. In the postcytokinetic wall, simple PD were distributed randomly. As the wall extended, PD became twinned at the cell periphery. Additional secondary pores were inserted at right angles to these, giving rise to pit fields composed of several paired PD. During wall extension, the number of PD increased fivefold due to the insertion of secondary PD. Our data are consistent with a model in which a subset of the original primary PD pores function as templates for the insertion of new secondary PD, spatially fixing the position of future pit fields. Many of the new PD shared the same wall collar as the original PD pore, suggesting that new PD pores may arise by fissions of existing PD progenitors. Different models of secondary PD formation are discussed. Our data are supported by a computational model, Plasmodesmap, which accurately simulates the formation of radial pit fields during cell wall extension based on the occurrence of multiple PD twinning events in the cell wall. The model predicts PD distributions with striking resemblance to those seen on fractured wall faces.","2008-06","2025-01-31 15:33:01","2025-01-31 15:33:01","","1504-18","","6","20","","","","","","","","","","eng","","","","18667640","","","Edition: 2008/08/01","","","","Computer Simulation; *Models, Biological; Cell Wall/metabolism/ultrastructure; Cytokinesis; Freeze Fracturing; Microscopy, Electron, Scanning; Microscopy, Electron, Transmission; Microscopy, Fluorescence; Plasmodesmata/*metabolism/ultrastructure; Tobacco/*metabolism/ultrastructure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YG7QNA95","journalArticle","2010","Ohta, S.; Bukowski-Wills, J. C.; Wood, L.; de Lima Alves, F.; Chen, Z.; Rappsilber, J.; Earnshaw, W. C.","Proteomics of isolated mitotic chromosomes identifies the kinetochore protein Ska3/Rama1","Cold Spring Harb Symp Quant Biol","","1943-4456 (Electronic) 0091-7451 (Linking)","10.1101/sqb.2010.75.022","http://www.ncbi.nlm.nih.gov/pubmed/21289047","Despite many decades of study, mitotic chromosomes remain poorly characterized with respect to their structure and composition. Here, we have purified mitotic chromosomes from nocodazole-treated chicken DT40 cells. These chromosomes have a 0.7:1:1 ratio of nonhistone proteins to histones to DNA. They also contain a significant content of RNAs that have yet to be characterized. Overall, the isolated chromosomes contained >4000 polypeptides, >500 of which are either novel or uncharacterized. Elsewhere, we have developed an approach for comparing the results of multiple proteomics experiments. As a validation of this approach, one of 13 novel centromere proteins identified was found to occur in a complex with the previously described proteins Ska1 and Ska2. This novel protein, now known as Ska3/Rama1, occupies a unique domain in the outer kinetochore and was revealed by RNA interference (RNAi) experiments to be essential for cell cycle progression in human cells. The approach presented here offers a powerful way to define the functional proteome of complex organelles and structures whose composition is not simple or fixed.","2010","2025-01-31 15:33:01","2025-01-31 15:33:01","","433-8","","","75","","","","","","","","","","eng","","","","21289047","","","Edition: 2011/02/04","","","","Humans; Animals; Cell Line; Protein Binding; Proteome/metabolism; Proteomics/*methods; *Mitosis; Chickens; DNA/metabolism; Histones/metabolism; Kinetochores/*metabolism; Microtubule-Associated Proteins/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7KT9XH3","journalArticle","2013","Aitken, S.; Alexander, R. D.; Beggs, J. D.","A rule-based kinetic model of RNA polymerase II C-terminal domain phosphorylation","J R Soc Interface","","1742-5662 (Electronic) 1742-5662 (Linking)","10.1098/rsif.2013.0438","http://www.ncbi.nlm.nih.gov/pubmed/23804443","The complexity of many RNA processing pathways is such that a conventional systems modelling approach is inadequate to represent all the molecular species involved. We demonstrate that rule-based modelling permits a detailed model of a complex RNA signalling pathway to be defined. Phosphorylation of the RNA polymerase II (RNAPII) C-terminal domain (CTD; a flexible tail-like extension of the largest subunit) couples pre-messenger RNA capping, splicing and 3' end maturation to transcriptional elongation and termination, and plays a central role in integrating these processes. The phosphorylation states of the serine residues of many heptapeptide repeats of the CTD alter along the coding region of genes as a function of distance from the promoter. From a mechanistic perspective, both the changes in phosphorylation and the location at which they take place on the genes are a function of the time spent by RNAPII in elongation as this interval provides the opportunity for the kinases and phosphatases to interact with the CTD. On this basis, we synthesize the available data to create a kinetic model of the action of the known kinases and phosphatases to resolve the phosphorylation pathways and their kinetics.","2013","2025-01-31 15:33:01","2025-01-31 15:33:01","","20130438","","86","10","","","","","","","","","","eng","","","","23804443","","","Edition: 2013/06/28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTN5NXZJ","journalArticle","2012","Akman, O. E.; Watterson, S.; Parton, A.; Binns, N.; Millar, A. J.; Ghazal, P.","Digital clocks: simple Boolean models can quantitatively describe circadian systems","J R Soc Interface","","1742-5662 (Electronic) 1742-5662 (Linking)","10.1098/rsif.2012.0080","http://www.ncbi.nlm.nih.gov/pubmed/22499125","The gene networks that comprise the circadian clock modulate biological function across a range of scales, from gene expression to performance and adaptive behaviour. The clock functions by generating endogenous rhythms that can be entrained to the external 24-h day-night cycle, enabling organisms to optimally time biochemical processes relative to dawn and dusk. In recent years, computational models based on differential equations have become useful tools for dissecting and quantifying the complex regulatory relationships underlying the clock's oscillatory dynamics. However, optimizing the large parameter sets characteristic of these models places intense demands on both computational and experimental resources, limiting the scope of in silico studies. Here, we develop an approach based on Boolean logic that dramatically reduces the parametrization, making the state and parameter spaces finite and tractable. We introduce efficient methods for fitting Boolean models to molecular data, successfully demonstrating their application to synthetic time courses generated by a number of established clock models, as well as experimental expression levels measured using luciferase imaging. Our results indicate that despite their relative simplicity, logic models can (i) simulate circadian oscillations with the correct, experimentally observed phase relationships among genes and (ii) flexibly entrain to light stimuli, reproducing the complex responses to variations in daylength generated by more detailed differential equation formulations. Our work also demonstrates that logic models have sufficient predictive power to identify optimal regulatory structures from experimental data. By presenting the first Boolean models of circadian circuits together with general techniques for their optimization, we hope to establish a new framework for the systematic modelling of more complex clocks, as well as other circuits with different qualitative dynamics. In particular, we anticipate that the ability of logic models to provide a computationally efficient representation of system behaviour could greatly facilitate the reverse-engineering of large-scale biochemical networks.","2012-09-07","2025-01-31 15:33:01","2025-01-31 15:33:01","","2365-82","","74","9","","","","","","","","","","eng","","","","22499125","","","Edition: 2012/04/14","","","","*Models, Biological; Arabidopsis/*physiology; Circadian Clocks/*physiology; Gene Expression Regulation/*physiology; *Photoperiod","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3684NAFZ","journalArticle","2012","Guerriero, M. L.; Pokhilko, A.; Fernandez, A. P.; Halliday, K. J.; Millar, A. J.; Hillston, J.","Stochastic properties of the plant circadian clock","J R Soc Interface","","1742-5662 (Electronic) 1742-5662 (Linking)","10.1098/rsif.2011.0378","http://www.ncbi.nlm.nih.gov/pubmed/21880617","Circadian clocks are gene regulatory networks whose role is to help the organisms to cope with variations in environmental conditions such as the day/night cycle. In this work, we explored the effects of molecular noise in single cells on the behaviour of the circadian clock in the plant model species Arabidopsis thaliana. The computational modelling language Bio-PEPA enabled us to give a stochastic interpretation of an existing deterministic model of the clock, and to easily compare the results obtained via stochastic simulation and via numerical solution of the deterministic model. First, the introduction of stochasticity in the model allowed us to estimate the unknown size of the system. Moreover, stochasticity improved the description of the available experimental data in several light conditions: noise-induced fluctuations yield a faster entrainment of the plant clock under certain photoperiods and are able to explain the experimentally observed dampening of the oscillations in plants under constant light conditions. The model predicts that the desynchronization between noisy oscillations in single cells contributes to the observed damped oscillations at the level of the cell population. Analysis of the phase, period and amplitude distributions under various light conditions demonstrated robust entrainment of the plant clock to light/dark cycles which closely matched the available experimental data.","2012-04-07","2025-01-31 15:33:01","2025-01-31 15:33:01","","744-56","","69","9","","","","","","","","","","eng","","","","21880617","","","Edition: 2011/09/02","","","","Computer Simulation; Gene Regulatory Networks; *Models, Biological; Stochastic Processes; Photoperiod; Arabidopsis/genetics/*physiology; Circadian Clocks/genetics/*physiology; DNA-Binding Proteins/genetics; Genome, Plant; RNA, Messenger/genetics/metabolism; RNA, Plant/genetics/metabolism; Systems Biology; Transcription Factors/genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
