"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"URAVIMW8","journalArticle","2024","Muzaale, Abimereki; Khan, Adnan; Glassock, Richard J.; Tantisattamoa, Ekamol; Ahdoot, Rebecca S.; Al Ammary, Fawaz","Kidney function assessment in the geriatric population","Current Opinion in Nephrology and Hypertension","","1473-6543","10.1097/MNH.0000000000000955","","PURPOSE OF REVIEW: Kidney function declines with normal aging. But it also declines with the progression of some diseases. This review calls for a more nuanced interpretation of kidney function in the geriatric population, who may have frailty and comorbidities. RECENT FINDINGS: GFR declines with healthy aging kidneys. Aging kidney changes include decreased cortical volume, senescent global glomerulosclerosis, and reduced nephron numbers. Yet normal aging is not associated with increased glomerular volume or single-nephron GFR. The prevalence of GFR less than 60 ml/min/1.73 m 2 in the geriatric population is high. However, the decline in GFR with normal aging may not reflect true CKD without albuminuria. Although the risk of ESKD and mortality increases in all age groups when eGFR less than 45 ml/min/m 2 , there is no significant increased relative risk of ESKD and mortality in the geriatric population when eGFR 45-59 ml/min/m 2 in the absence of albuminuria. Innovative approaches are needed to better estimate GFR and define CKD in the geriatric population. SUMMARY: The expected GFR decline in the geriatric population is consistent with normal aging kidney changes. To avoid CKD overdiagnosis and unnecessary referrals to nephrology for possible CKD, age-adapted definitions of CKD in the absence of albuminuria are needed.","2024-03-01","2024-07-17 09:33:44","2024-07-17 09:33:44","","267-271","","2","33","","Curr Opin Nephrol Hypertens","","","","","","","","eng","","","","","PubMed","","PMID: 37965904 PMCID: PMC10872478","","","http://www.ncbi.nlm.nih.gov/pubmed/37965904","","Aged; Aging; Glomerular Filtration Rate; Humans; Renal Insufficiency, Chronic; Kidney; Albuminuria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y58TAUCK","journalArticle","2022","Denic, Aleksandar; Glassock, Richard J.; Rule, Andrew D.","The Kidney in Normal Aging: A Comparison with Chronic Kidney Disease","Clinical Journal of the American Society of Nephrology","","1555-9041","10.2215/CJN.10580821","https://journals.lww.com/CJASN/pages/articleviewer.aspx?year=2022&issue=01000&article=00022&type=Fulltext","An abstract is unavailable.","2022-01","2024-07-17 09:32:34","2024-07-17 09:32:34","2024-07-17 09:32:34","137","","1","17","","","The Kidney in Normal Aging","","","","","","","en-US","","","","","journals.lww.com","","","","C:\Users\hdeeb\Zotero\storage\UEXY7EVV\articleviewer.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCYKXMGK","journalArticle","2009","Glassock, Richard J.; Winearls, Christopher","Ageing and the glomerular filtration rate: truths and consequences","Transactions of the American Clinical and Climatological Association","","0065-7778","","","The process of glomerular filtration of plasma fluid has been known for over 160 years and the measurement of the rate of its formation (glomerular filtration rate, GFR) has been possible for over 80 years. Studies conducted in the 1930's to the 1950's clearly established that GFR declines, perhaps inexorably, with normal ageing, usually beginning after 30-40 years of age. The rate of decline may accelerate after age 50-60 years. This decline appears to be a part of the normal physiologic process of cellular and organ senescence and is associated with structural changes in the kidneys. In the last decade a new paradigm has been introduced in which the true or measured GFR is estimated (eGFR) by formulas based on serum creatinine levels and in which these estimates are applied to the diagnoses of chronic kidney disease (CKD) in the general population. These criteria for diagnosis of CKD include an absolute threshold for eGFR, unadjusted for the effects of age on the normal values for eGFR. A consequence of these criteria has been to overstate the frequency of CKD in the general population and to generate many ""false positive"" diagnoses of CKD. This paper discusses the known effects of ageing on GFR and the consequences of using a classification system for defining CKD that does not take into account the normal decline of GFR with ageing.","2009","2024-07-17 09:31:46","2024-07-17 09:31:46","","419-428","","","120","","Trans Am Clin Climatol Assoc","Ageing and the glomerular filtration rate","","","","","","","eng","","","","","PubMed","","PMID: 19768194 PMCID: PMC2744545","","","http://www.ncbi.nlm.nih.gov/pubmed/19768194","","Adult; Aged; Aging; Glomerular Filtration Rate; Humans; Middle Aged; Reference Values; Renal Insufficiency, Chronic; Female; Male; Aged, 80 and over; False Positive Reactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XE4784P","journalArticle","2002","Hillege, Hans L.; Fidler, Vaclav; Diercks, Gilles F. H.; van Gilst, Wiek H.; de Zeeuw, Dick; van Veldhuisen, Dirk J.; Gans, Rijk O. B.; Janssen, Wilbert M. T.; Grobbee, Diederick E.; de Jong, Paul E.; Prevention of Renal and Vascular End Stage Disease (PREVEND) Study Group","Urinary albumin excretion predicts cardiovascular and noncardiovascular mortality in general population","Circulation","","1524-4539","10.1161/01.cir.0000031732.78052.81","","BACKGROUND: For the general population, the clinical relevance of an increased urinary albumin excretion rate is still debated. Therefore, we examined the relationship between urinary albumin excretion and all-cause mortality and mortality caused by cardiovascular (CV) disease and non-CV disease in the general population. METHODS AND RESULTS: In the period 1997 to 1998, all inhabitants of the city of Groningen, the Netherlands, aged between 28 and 75 years (n=85 421) were sent a postal questionnaire collecting information about risk factors for CV disease and CV morbidity and a vial to collect an early morning urine sample for measurement of urinary albumin concentration (UAC). The vital status of the cohort was subsequently obtained from the municipal register, and the cause of death was obtained from the Central Bureau of Statistics. Of these 85 421 subjects, 40 856 (47.8%) responded, and 40 548 could be included in the analysis. During a median follow-up period of 961 days (maximum 1139 days), 516 deaths with known cause were recorded. We found a positive dose-response relationship between increasing UAC and mortality. A higher UAC increased the risk of both CV and non-CV death after adjustment for other well-recognized CV risk factors, with the increase being significantly higher for CV mortality than for non-CV mortality (P=0.014). A 2-fold increase in UAC was associated with a relative risk of 1.29 for CV mortality (95% CI 1.18 to 1.40) and 1.12 (95% CI 1.04 to 1.21) for non-CV mortality. CONCLUSIONS: Urinary albumin excretion is a predictor of all-cause mortality in the general population. The excess risk was more attributable to death from CV causes, independent of the effects of other CV risk factors, and the relationship was already apparent at levels of albuminuria currently considered to be normal.","2002-10-01","2024-07-17 09:31:18","2024-07-17 09:31:18","","1777-1782","","14","106","","Circulation","","","","","","","","eng","","","","","PubMed","","PMID: 12356629","","","http://www.ncbi.nlm.nih.gov/pubmed/12356629","","Adult; Aged; Humans; Middle Aged; Female; Male; Risk Factors; Cardiovascular Diseases; Cause of Death; Cohort Studies; Predictive Value of Tests; Albuminuria; Mortality; Incidence; Comorbidity; Demography; Follow-Up Studies; Netherlands; Odds Ratio; Proportional Hazards Models; Registries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QXVW39E","journalArticle","2020","Kidney Disease: Improving Global Outcomes (KDIGO) Diabetes Work Group","KDIGO 2020 Clinical Practice Guideline for Diabetes Management in Chronic Kidney Disease","Kidney International","","1523-1755","10.1016/j.kint.2020.06.019","","","2020-10","2024-07-17 09:30:44","2024-07-17 09:30:44","","S1-S115","","4S","98","","Kidney Int","","","","","","","","eng","","","","","PubMed","","PMID: 32998798","","","http://www.ncbi.nlm.nih.gov/pubmed/32998798","","Humans; Renal Insufficiency, Chronic; Diabetes Mellitus; Disease Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LV8EP3T7","journalArticle","2014","Public Health England","Chronic Kidney Disease (CKD) prevalence model","Chronic Kidney Disease","","","","https://assets.publishing.service.gov.uk/media/5a82c379e5274a2e8ab593af/ChronickidneydiseaseCKDprevalencemodelbriefing.pdf","","2014-10","2024-07-17 09:19:58","2024-07-17 09:20:44","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\hdeeb\Zotero\storage\MLKZG8F7\Chronic Kidney Disease (CKD) prevalence model.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEUSWNCP","journalArticle","2023","S, Lu; K, Robyak; Y, Zhu","The CKD-EPI 2021 Equation and Other Creatinine-Based Race-Independent eGFR Equations in Chronic Kidney Disease Diagnosis and Staging","The journal of applied laboratory medicine","","2576-9456","10.1093/jalm/jfad047","https://pubmed.ncbi.nlm.nih.gov/37534520/","Our study provides a direct visual comparison to demonstrate the potential clinical impact between 3 previously used race-independent methods and the CKD-EPI_2021 equation and aids the communication with healthcare providers during the implementation of this new equation.","2023-09-07","2024-07-17 09:13:10","2024-07-17 09:13:10","2024-07-17 09:13:10","","","5","8","","","","","","","","","","en","","","","","pubmed.ncbi.nlm.nih.gov","","Publisher: J Appl Lab Med PMID: 37534520","","; C:\Users\hdeeb\Zotero\storage\ZZZ5SA68\37534520.html","http://www.ncbi.nlm.nih.gov/pubmed/37534520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNR5AG48","journalArticle","2017","Benson, Dennis A.; Cavanaugh, Mark; Clark, Karen; Karsch-Mizrachi, Ilene; Lipman, David J.; Ostell, James; Sayers, Eric W.","GenBank","Nucleic Acids Research","","0305-1048","10.1093/nar/gkw1070","https://doi.org/10.1093/nar/gkw1070","GenBank® (www.ncbi.nlm.nih.gov/genbank/) is a comprehensive database that contains publicly available nucleotide sequences for 370 000 formally described species. These sequences are obtained primarily through submissions from individual laboratories and batch submissions from large-scale sequencing projects, including whole genome shotgun (WGS) and environmental sampling projects. Most submissions are made using the web-based BankIt or the NCBI Submission Portal. GenBank staff assign accession numbers upon data receipt. Daily data exchange with the European Nucleotide Archive (ENA) and the DNA Data Bank of Japan (DDBJ) ensures worldwide coverage. GenBank is accessible through the NCBI Nucleotide database, which links to related information such as taxonomy, genomes, protein sequences and structures, and biomedical journal literature in PubMed. BLAST provides sequence similarity searches of GenBank and other sequence databases. Complete bimonthly releases and daily updates of the GenBank database are available by FTP. Recent updates include changes to policies regarding sequence identifiers, an improved 16S submission wizard, targeted loci studies, the ability to submit methylation and BioNano mapping files, and a database of anti-microbial resistance genes.","2017-01-04","2024-01-18 14:16:24","2024-01-18 14:16:24","2024-01-18","D37-D42","","D1","45","","Nucleic Acids Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24NQZKTK","dataset","2024","Deeb, Haya; Zieliński, Tomasz; Millar, Andrew","Data Sharing Practices in the MRC Circadian Mental Health Network.","","","","10.5281/zenodo.13710749","https://zenodo.org/records/13710749","This dataset supports the research conducted within the MRC Circadian Mental Health Network which assesses data sharing practices among Principal Investigators' publications in 2023. This work aims to identify trends, challenges, and inform future recommendations and policies based on the findings. The dataset includes various files that detail the methodology, data collected, and analyses performed.   Repository Contents: Methods and Analysis Report - Data Sharing Practices in the MRC CMHN.pdf This report provides the methodologies used for selecting and assessing research papers within the network, along with detailed results, tables, and discussions from the evaluation. CMHN_All_Data.xlsx An Excel workbook containing: Sheet 1: All data and variables collected and analysed for this project. Sheet 2: A README file that explains each variable and its values. CMHN DataType Scoring.xlsx An Excel workbook detailing: Sheet 1: All datatypes, both code and datasets, evaluated in this study. Sheet 2: A README explaining the variables evaluated and their specific values. CMHN Data Extraction Survey.pdf A copy of the Microsoft Form used to systematically evaluate data-sharing practices from selected publications, describing the structured data extraction process used. CMHN DataType Scoring Survey.pdf A Microsoft Form used to assess the types of data (code and datasets) shared. Data_CSV_Code.csv This file is the original, uncleaned dataset directly extracted from the initial response data of the Microsoft Form used in the project. It served as the primary dataset for all subsequent data analysis and code execution within the study. CMHN Code.Rmd An R Markdown file containing the code used for data analysis; predominantly descriptive statistics due to the limited number of papers with shared data. Recommended Use: For comparative purposes or further analysis, researchers are encouraged to utilise the cleaned datasets available in ""CMHN_All_Data.xlsx"" and ""CMHN DataType Scoring.xlsx.""Contact: For further inquiries, please email us at bio_rdm@ed.ac.uk.","2024-09-06","2024-10-16 11:11:03","2024-10-16 11:11:03","2024-10-16 11:11:03","","","","","","","","","","","","Zenodo","","","","","","","Zenodo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMFEN7E8","computerProgram","2024","Deeb, Haya","HayaDeeb/InsightsOfOpenPracticesInBiosciences","","","","","https://github.com/HayaDeeb/InsightsOfOpenPracticesInBiosciences","Data and code that accompany the publication about Open Data practices at the School of Biology at the University of Edinburgh","2024-01-24","2024-10-16 11:10:49","2024-10-16 11:10:49","2024-10-16 11:10:49","","","","","","","","","","","","","","","","","","","GitHub","","original-date: 2024-01-24T16:28:25Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXTVNV4D","journalArticle","2021","Deeb, Haya; Abdul Salam, Omar; Shaaban, Venus; Alkhatib, Adnan; Alhalabi, Nawras; Alhalabi, Marwan","Antiphospholipid antibodies levels and potential effects on in-vitro fertilization in a large cohort of infertile Syrian women","Annals of Medicine and Surgery","","2049-0801","10.1016/j.amsu.2021.102301","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8079963/","•               Obstetric morbidities are a hallmark manifestation of antiphospholipid syndrome.                                         •               The prevalence of APS in Syrian women having IVF was less than 1%.                                         •               No correlation was found between the APA levels and age.                                         •               The APA had no impact on the IVF outcomes or the number of IVF cycles.                                         •               Screening of APA constitutes a financial burden on patients more than its benefit.","2021-04-18","2024-10-16 11:08:52","2024-10-16 11:08:52","2024-10-16 11:08:52","102301","","","65","","Ann Med Surg (Lond)","","","","","","","","","","","","","PubMed Central","","PMID: 33948172 PMCID: PMC8079963","","C:\Users\hdeeb\Zotero\storage\UF4ILB5U\Deeb et al. - 2021 - Antiphospholipid antibodies levels and potential e.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8079963/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLSHCZPA","journalArticle","2020","Deeb, Haya; Ahmad, Afaf; AlAssaf, Areej","Myxofibrosarcoma metastasis to the pterygopalatine fossa: A case report","Annals of Medicine and Surgery","","20490801","10.1016/j.amsu.2020.10.025","https://linkinghub.elsevier.com/retrieve/pii/S2049080120303794","Introduction: Myxofibrosarcoma (MFS) is a rare subtype of a malignant soft tissue tumor that occurs mainly in adults, and peaks at the age of 70. It typically presents as a slow growing, painless mass in the proximal part of the extremities. It is characterized with a high recurrence rate and a low rate of distant metastases; the most common metastases site is the lungs, and in some extremely rare cases it was mentioned that there was me­ tastases to the head and neck region. We here report the first case of a myxofibrosarcoma metastasized from the gluteal region to the pterygopalatine fossa, which is the first report in the literature of this rare metastatic spread of myxofibrosarcoma.","2020-12","2024-10-16 11:02:15","2024-10-16 11:02:15","2024-10-16 11:02:15","102-105","","","60","","Annals of Medicine and Surgery","Myxofibrosarcoma metastasis to the pterygopalatine fossa","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hdeeb\Zotero\storage\4U5YUJSV\Deeb et al. - 2020 - Myxofibrosarcoma metastasis to the pterygopalatine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNATBV6V","webpage","","","Myxofibrosarcoma metastasis to the pterygopalatine fossa: A case report - ClinicalKey","","","","","https://www.clinicalkey.com/#!/content/playContent/1-s2.0-S2049080120303794?returnurl=https:%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2049080120303794%3Fshowall%3Dtrue&referrer=https:%2F%2Fwww.researchgate.net%2F","","","2024-10-16 11:01:45","2024-10-16 11:01:45","2024-10-16 11:01:45","","","","","","","","","","","","","","","","","","","","","","","C:\Users\hdeeb\Zotero\storage\5BB46TG3\www.clinicalkey.com.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KY7DIEPL","journalArticle","2022","Collaborative, COVIDSurg; Collaborative, GlobalSurg","SARS-CoV-2 infection and venous thromboembolism after surgery: an international prospective cohort study","Anaesthesia","","1365-2044","10.1111/anae.15563","https://onlinelibrary.wiley.com/doi/abs/10.1111/anae.15563","SARS-CoV-2 has been associated with an increased rate of venous thromboembolism in critically ill patients. Since surgical patients are already at higher risk of venous thromboembolism than general populations, this study aimed to determine if patients with peri-operative or prior SARS-CoV-2 were at further increased risk of venous thromboembolism. We conducted a planned sub-study and analysis from an international, multicentre, prospective cohort study of elective and emergency patients undergoing surgery during October 2020. Patients from all surgical specialties were included. The primary outcome measure was venous thromboembolism (pulmonary embolism or deep vein thrombosis) within 30 days of surgery. SARS-CoV-2 diagnosis was defined as peri-operative (7 days before to 30 days after surgery); recent (1–6 weeks before surgery); previous (≥7 weeks before surgery); or none. Information on prophylaxis regimens or pre-operative anti-coagulation for baseline comorbidities was not available. Postoperative venous thromboembolism rate was 0.5% (666/123,591) in patients without SARS-CoV-2; 2.2% (50/2317) in patients with peri-operative SARS-CoV-2; 1.6% (15/953) in patients with recent SARS-CoV-2; and 1.0% (11/1148) in patients with previous SARS-CoV-2. After adjustment for confounding factors, patients with peri-operative (adjusted odds ratio 1.5 (95%CI 1.1–2.0)) and recent SARS-CoV-2 (1.9 (95%CI 1.2–3.3)) remained at higher risk of venous thromboembolism, with a borderline finding in previous SARS-CoV-2 (1.7 (95%CI 0.9–3.0)). Overall, venous thromboembolism was independently associated with 30-day mortality (5.4 (95%CI 4.3–6.7)). In patients with SARS-CoV-2, mortality without venous thromboembolism was 7.4% (319/4342) and with venous thromboembolism was 40.8% (31/76). Patients undergoing surgery with peri-operative or recent SARS-CoV-2 appear to be at increased risk of postoperative venous thromboembolism compared with patients with no history of SARS-CoV-2 infection. Optimal venous thromboembolism prophylaxis and treatment are unknown in this cohort of patients, and these data should be interpreted accordingly.","2022","2024-10-16 11:01:01","2024-10-16 11:01:01","2024-10-16 11:01:01","28-39","","1","77","","","SARS-CoV-2 infection and venous thromboembolism after surgery","","","","","","","en","© 2021 Association of Anaesthetists","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/anae.15563","","C:\Users\hdeeb\Zotero\storage\PF9479LM\Collaborative and Collaborative - 2022 - SARS-CoV-2 infection and venous thromboembolism af.pdf; C:\Users\hdeeb\Zotero\storage\YVPC88VM\anae.html","","","COVID-19; SARS-CoV-2; deep vein thrombosis; pulmonary embolism; venous thromboembolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9VY9PH4","journalArticle","2020","Deeb, Haya; Ahmad, Afaf","Myxofibrosarcoma metastasis to the pterygopalatine fossa: A case report","Annals of Medicine and Surgery","","","10.1016/j.amsu.2020.10.025","","Myxofibrosarcoma (MFS) is a rare subtype of a malignant soft tissue tumor that occurs mainly in adults, and peaks at the age of 70. It typically presents as a slow growing, painless mass in the proximal part of the extremities. It is characterized with a high recurrence rate and a low rate of distant metastases; the most common metastases site is the lungs, and in some extremely rare cases it was mentioned that there was metastases to the head and neck region. We here report the first case of a myxofibrosarcoma metastasized from the gluteal region to the pterygopalatine fossa, which is the first report in the literature of this rare metastatic spread of myxofibrosarcoma. Case presentation a 70 year-old male presented with diplopia and limited right eye movement. His medical history was significant for myxofibrosarcoma in his gluteus maximus. Magnetic resonance imaging showed a low signal mass in the pterygopalatine fossa. The tumor neither invaded the maxillary bone nor the maxillary sinus; the therapy plan was resection of the mass by partial maxillectomy followed by adjuvant radiotherapy. Conclusion Metastasis to the pterygopalatine fossa should be considered in a patient with myxofibrosarcoma history presents with neuro-opthalmic symptoms. Partial maxillectomy in tumors that do not infiltrate into adjacent structures should be considered as a minimally invasive therapy.","2020-11-01","2024-10-16 10:59:25","2024-10-16 10:59:25","","102-105","","","60","","Annals of Medicine and Surgery","Myxofibrosarcoma metastasis to the pterygopalatine fossa","","","","","","","","","","","","ResearchGate","","","","C:\Users\hdeeb\Zotero\storage\QAY67724\Deeb and Ahmad - 2020 - Myxofibrosarcoma metastasis to the pterygopalatine.pdf; ","https://www.researchgate.net/publication/345136341_Myxofibrosarcoma_metastasis_to_the_pterygopalatine_fossa_A_case_report","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7CXT235","journalArticle","2021","COVIDSurg Collaborative","Preoperative nasopharyngeal swab testing and postoperative pulmonary complications in patients undergoing elective surgery during the SARS-CoV-2 pandemic","The British Journal of Surgery","","1365-2168","10.1093/bjs/znaa051","","BACKGROUND: Surgical services are preparing to scale up in areas affected by COVID-19. This study aimed to evaluate the association between preoperative SARS-CoV-2 testing and postoperative pulmonary complications in patients undergoing elective cancer surgery. METHODS: This international cohort study included adult patients undergoing elective surgery for cancer in areas affected by SARS-CoV-2 up to 19 April 2020. Patients suspected of SARS-CoV-2 infection before operation were excluded. The primary outcome measure was postoperative pulmonary complications at 30 days after surgery. Preoperative testing strategies were adjusted for confounding using mixed-effects models. RESULTS: Of 8784 patients (432 hospitals, 53 countries), 2303 patients (26.2 per cent) underwent preoperative testing: 1458 (16.6 per cent) had a swab test, 521 (5.9 per cent) CT only, and 324 (3.7 per cent) swab and CT. Pulmonary complications occurred in 3.9 per cent, whereas SARS-CoV-2 infection was confirmed in 2.6 per cent. After risk adjustment, having at least one negative preoperative nasopharyngeal swab test (adjusted odds ratio 0.68, 95 per cent confidence interval 0.68 to 0.98; P = 0.040) was associated with a lower rate of pulmonary complications. Swab testing was beneficial before major surgery and in areas with a high 14-day SARS-CoV-2 case notification rate, but not before minor surgery or in low-risk areas. To prevent one pulmonary complication, the number needed to swab test before major or minor surgery was 18 and 48 respectively in high-risk areas, and 73 and 387 in low-risk areas. CONCLUSION: Preoperative nasopharyngeal swab testing was beneficial before major surgery and in high SARS-CoV-2 risk areas. There was no proven benefit of swab testing before minor surgery in low-risk areas.","2021-01-27","2024-10-16 10:59:12","2024-10-16 10:59:12","","88-96","","1","108","","Br J Surg","","","","","","","","eng","","","","","PubMed","","PMID: 33640908 PMCID: PMC7717156","","C:\Users\hdeeb\Zotero\storage\6U3RRZIB\COVIDSurg Collaborative - 2021 - Preoperative nasopharyngeal swab testing and posto.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/33640908","","Aged; Humans; Middle Aged; Female; Male; Aged, 80 and over; Risk Assessment; COVID-19; SARS-CoV-2; COVID-19 Nucleic Acid Testing; Elective Surgical Procedures; Lung Diseases; Nasopharynx; Neoplasms; Pandemics; Postoperative Complications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNB7NRT7","journalArticle","2021","Collaborative, COVIDSurg; Collaborative, GlobalSurg","Timing of surgery following SARS-CoV-2 infection: an international prospective cohort study","Anaesthesia","","1365-2044","10.1111/anae.15458","https://onlinelibrary.wiley.com/doi/abs/10.1111/anae.15458","Peri-operative SARS-CoV-2 infection increases postoperative mortality. The aim of this study was to determine the optimal duration of planned delay before surgery in patients who have had SARS-CoV-2 infection. This international, multicentre, prospective cohort study included patients undergoing elective or emergency surgery during October 2020. Surgical patients with pre-operative SARS-CoV-2 infection were compared with those without previous SARS-CoV-2 infection. The primary outcome measure was 30-day postoperative mortality. Logistic regression models were used to calculate adjusted 30-day mortality rates stratified by time from diagnosis of SARS-CoV-2 infection to surgery. Among 140,231 patients (116 countries), 3127 patients (2.2%) had a pre-operative SARS-CoV-2 diagnosis. Adjusted 30-day mortality in patients without SARS-CoV-2 infection was 1.5% (95%CI 1.4–1.5). In patients with a pre-operative SARS-CoV-2 diagnosis, mortality was increased in patients having surgery within 0–2 weeks, 3–4 weeks and 5–6 weeks of the diagnosis (odds ratio (95%CI) 4.1 (3.3–4.8), 3.9 (2.6–5.1) and 3.6 (2.0–5.2), respectively). Surgery performed ≥ 7 weeks after SARS-CoV-2 diagnosis was associated with a similar mortality risk to baseline (odds ratio (95%CI) 1.5 (0.9–2.1)). After a ≥ 7 week delay in undertaking surgery following SARS-CoV-2 infection, patients with ongoing symptoms had a higher mortality than patients whose symptoms had resolved or who had been asymptomatic (6.0% (95%CI 3.2–8.7) vs. 2.4% (95%CI 1.4–3.4) vs. 1.3% (95%CI 0.6–2.0), respectively). Where possible, surgery should be delayed for at least 7 weeks following SARS-CoV-2 infection. Patients with ongoing symptoms ≥ 7 weeks from diagnosis may benefit from further delay.","2021","2024-10-16 10:58:38","2024-10-16 10:58:38","2024-10-16 10:58:38","748-758","","6","76","","","Timing of surgery following SARS-CoV-2 infection","","","","","","","en","© 2021 The Authors. Anaesthesia published by John Wiley & Sons Ltd on behalf of Association of Anaesthetists.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/anae.15458","","C:\Users\hdeeb\Zotero\storage\S47JFUX8\Collaborative and Collaborative - 2021 - Timing of surgery following SARS-CoV-2 infection .pdf; C:\Users\hdeeb\Zotero\storage\9ZVDH625\anae.html","","","COVID-19; SARS-CoV-2; delay; surgery; timing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WS2GWGL","journalArticle","2021","Deeb, Haya; Salam, Omar Abdul; Shaaban, Venus; Alkhatib, Adnan; Alhalabi, Nawras; Alhalabi, Marwan","Antiphospholipid antibodies levels and potential effects on in-vitro fertilization in a large cohort of infertile Syrian women","Annals of Medicine and Surgery","","2049-0801","10.1016/j.amsu.2021.102301","https://journals.lww.com/annals-of-medicine-and-surgery/fulltext/2021/05000/antiphospholipid_antibodies_levels_and_potential.50.aspx","Background:            Obstetric morbidities represent a common hallmark manifestation of antiphospholipid syndrome (APS), with the recurrent loss of pregnancy as the main complication. The presence of antiphospholipid antibodies (APA) and its potential impact have not been established yet in infertile women seeking assisted reproduction technologies in Syria.           This study aims to determine the prevalence of anticardiolipin antibodies (aCL) and lupus anticoagulation (LAC) and their association with age and the In vitro fertilization (IVF) outcomes in a large sample of Syrian women.           Materials and methods:            The electronic patients’ records were screened and relevant data extraction was performed retrospectively. The study included 876 women who had IVF between January 2012 and January 2020 in a tertiary care hospital.           Results:            The prevalence of APA among the included women was less than 1%. Only 5 patients had positive APA. No correlation was found between the APA levels and age. Additionally, the APA did not have an impact on neither the IVF outcomes nor the number of IVF cycles.           Conclusion:            the added value of APS antibodies’ screening could be considered very modest when compared to its financial burden on patients since it has a very low prevalence in women having IVF.           HIGHLIGHTS                         Obstetric morbidities are a hallmark manifestation of antiphospholipid syndrome.             The prevalence of APS in Syrian women having IVF was less than 1%.             No correlation was found between the APA levels and age.             The APA had no impact on the IVF outcomes or the number of IVF cycles.             Screening of APA constitutes a financial burden on patients more than its benefit.","2021-05","2024-10-16 10:58:04","2024-10-16 10:58:04","2024-10-16 10:58:04","","","","65","","","","","","","","","","en-US","","","","","journals.lww.com","","","","C:\Users\hdeeb\Zotero\storage\YC22T3TA\Deeb et al. - 2021 - Antiphospholipid antibodies levels and potential e.pdf; C:\Users\hdeeb\Zotero\storage\7CR6RU9L\antiphospholipid_antibodies_levels_and_potential.50.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
